World_Bank_income_group,date,population,cumulative_estimated_daily_excess_deaths,cumulative_estimated_daily_excess_deaths_ci_95_top,cumulative_estimated_daily_excess_deaths_ci_90_top,cumulative_estimated_daily_excess_deaths_ci_50_top,cumulative_estimated_daily_excess_deaths_ci_50_bot,cumulative_estimated_daily_excess_deaths_ci_90_bot,cumulative_estimated_daily_excess_deaths_ci_95_bot,cumulative_estimated_daily_excess_deaths_raw_estimate,cumulative_daily_excess_deaths,cumulative_daily_covid_deaths
Upper middle income,2020-03-02,2911064628,-52513.82395556226,10979.87819515325,-9945.783492016648,-41277.945294199504,-77448.00230368187,-104947.49263523785,-114867.2160516914,-2242473.1420727754,-42310.81400137312,3053.995
Upper middle income,2020-03-09,2911064628,-53674.4328331257,14447.960396052378,-9360.027814925217,-43422.603761821854,-79727.00329951046,-108557.97274052448,-117523.95616127526,-2281231.922788275,-43042.111750722164,3536.995
Upper middle income,2020-03-16,2911064628,-44085.9386080344,23721.72761109807,4858.702299025302,-28349.057274058603,-66199.69052269073,-101453.71626466529,-108269.0952847137,-1835713.7635692067,-34636.108746588805,4243.001
Upper middle income,2020-06-15,2911064628,316745.6589705528,736754.7705549195,688165.7402029769,424109.985958966,237183.63653644346,132057.854415515,68125.22852489837,12421954.681082426,234376.50341664956,113376.193
Upper middle income,2020-03-30,2911064628,-14261.615369998473,57578.55581229124,44007.133273379324,2727.695710309151,-35827.513901076956,-68763.68907914369,-78219.39290699753,-144462.5068875573,-2725.7076771237225,7070.0419999999995
Upper middle income,2020-04-06,2911064628,-6752.718316102453,70664.48689916017,60699.402351128265,19754.29660871662,-28782.770405682168,-73010.42525577088,-86030.28422298157,170279.58320163222,3212.8223245591,9719.052
Upper middle income,2020-04-13,2911064628,4754.363160084327,111897.2446604482,99507.37369773253,51505.00691093953,-17017.746300607905,-74431.02999188671,-92744.00257170109,566758.2732908215,10693.552326241916,13159.083
Upper middle income,2020-04-20,2911064628,19223.924578696246,171385.84577677204,146446.65574096897,76366.76253080391,6158.851692124217,-59879.47055636372,-93128.31617042403,1083776.6300466766,20448.615661258053,19291.09
Upper middle income,2020-01-01,2911064628,-5017.373756983695,2637.0007717484887,1828.2451854790993,-3218.7353052599874,-8627.665788105982,-12231.21809539708,-14762.652126803388,-216111.87698105793,-4077.5825845482627,0
Upper middle income,2020-01-06,2911064628,-9394.735699589917,4556.512214658986,3000.33542012866,-6390.808847279973,-15452.444645241128,-22324.06859103188,-25993.467437827443,-394669.1482982162,-7446.58770373993,0
Upper middle income,2020-01-13,2911064628,-17987.50759807507,6627.653018950949,-929.0406428097377,-12530.74654380576,-27563.53429461779,-36648.14447880807,-41523.676882335916,-805342.8455619065,-15195.148029469934,0
Upper middle income,2020-01-20,2911064628,-20875.592102450293,7445.558898049894,4308.735414431639,-13564.218709076724,-32697.86424457411,-45109.7651473912,-51208.364881964364,-908935.5496734187,-17149.727352328657,0
Upper middle income,2020-01-27,2911064628,-23987.545006549317,10804.645638738413,2689.197252827665,-15663.506472744912,-38469.57489553244,-53969.95786247766,-61575.22450266046,-1034721.7393265513,-19523.05168540663,114.00200000000001
Upper middle income,2020-02-03,2911064628,-16649.186550564722,24474.915032661287,14343.285446966918,-6065.45667993025,-32952.740708840916,-51609.22531095502,-60776.26658364409,-621039.8680825616,-11717.733360048334,457.002
Upper middle income,2020-02-10,2911064628,-20329.89219421635,26377.939538321192,13187.932898196716,-10129.691317942421,-39720.141058464316,-60493.78580390618,-70175.2893919889,-768365.9152733695,-14497.470099497537,1078
Upper middle income,2020-02-17,2911064628,-30223.60006717659,22708.249048130067,6608.464323762858,-19817.1995288969,-51392.336204048996,-75167.96784779687,-85712.30985124032,-1211881.2050580075,-22865.68311430203,1929.998
Upper middle income,2020-06-29,2911064628,416696.11500003596,927999.4277476391,871973.042260809,520888.95082254696,320683.81367447,202710.24076687839,163563.37884937867,16051966.503248643,302867.29251412535,150885.196
Upper middle income,2020-07-06,2911064628,478839.6986889343,1036967.7241952922,968677.6195711659,580609.1822989965,374500.2196346832,236654.54037872178,208943.8045196019,18429091.87521637,347718.71462672396,170079.196
Upper middle income,2020-07-13,2911064628,545067.4886932154,1145987.2992407947,1067674.0501678286,644312.1077594958,434261.8134679987,299893.0242630165,253279.32373788411,20927643.78051743,394861.2034059892,190501.171
Upper middle income,2020-07-20,2911064628,611745.8890541843,1251722.874028607,1169582.6140966264,705516.1841702588,499703.00246030954,354442.8046417625,297976.20090697927,23436505.95248516,442198.22551858786,211025.178
Upper middle income,2020-03-23,2911064628,-35175.145429194105,34581.7392954313,15604.284492375027,-18602.500155846526,-57029.51984220793,-92149.23183392033,-99545.3488574175,-1308706.7857342327,-24692.580862910054,5476.023
Upper middle income,2021-03-29,2911064628,2983834.2684067013,4814696.745314515,4774472.337953767,3297284.527230487,2558329.7778863693,2288526.824994988,2182136.138931083,98011673.08382465,1849276.850638201,1101048.4239999999
Upper middle income,2021-04-05,2911064628,3059716.5947871613,4921727.475817628,4874514.5651973495,3379326.6119392733,2622649.7842965308,2352123.919687434,2254057.809730339,99666248.68697171,1880495.2582447492,1137401.419
Upper middle income,2021-04-12,2911064628,3138814.1879306505,5023873.78221406,4968965.30592241,3469027.5943990913,2697596.143484129,2423407.460399148,2337983.5452395845,101206359.81296518,1909553.9587351922,1181915.42
Upper middle income,2021-04-19,2911064628,3217783.543488393,5139471.885872782,5069405.895763019,3559605.9008991187,2758445.2033541105,2489399.4136679964,2426981.754880944,102698050.13895866,1937699.0592256351,1222298.427
Upper middle income,2021-04-26,2911064628,3295331.761815878,5253300.21067963,5163846.513859861,3642888.129852037,2825144.7035553963,2551782.6672096727,2516549.9275621073,104139557.36532667,1964897.3087797484,1264989.439
Upper middle income,2021-05-03,2911064628,3365326.620117861,5373379.791210911,5249918.259639802,3734387.0417330097,2903172.8426499693,2630063.0256064828,2577589.5639901715,104139557.36532667,1964897.3087797484,1305786.461
Upper middle income,2021-05-10,2911064628,3437654.2569251093,5526289.793463898,5337392.681246736,3821019.4332494,2979492.4928197,2672022.5095048198,2618124.8807115713,104139557.36532667,1964897.3087797484,1342836.467
Upper middle income,2020-09-07,2911064628,1006460.4603294085,1891940.5611701792,1800563.6909137797,1136692.0863365463,794072.84120187175,640917.3630729895,512897.2495647957,35542893.61142101,670620.6341777549,369118.218
Upper middle income,2020-09-14,2911064628,1056622.8621306715,1973035.1808217256,1883897.488971931,1190867.9973965029,834481.3492745714,674640.8080438187,556656.4814047868,36824378.82564688,694799.6004839033,386434.202
Upper middle income,2020-09-21,2911064628,1110760.197607471,2062909.124653095,1953771.9021763194,1243960.6945815748,879611.771924533,713448.6107031818,602766.2433632085,37978040.116797216,716566.7946565512,403685.219
Upper middle income,2020-09-28,2911064628,1160337.1590702878,2149314.8535583504,2021870.6786506688,1306199.321722557,916432.0001693366,750908.0172094778,646702.376916692,39026641.27461422,736351.7221625325,424428.214
Upper middle income,2020-10-05,2911064628,1215556.720336969,2238295.621758876,2103649.9156818697,1359673.3752473134,956803.9762015166,786753.3148431712,695326.7372548424,40360090.469579436,761511.140935461,447427.211
Upper middle income,2020-10-12,2911064628,1272458.8962804682,2324872.7708388316,2184122.0317719197,1414378.6454829169,998283.3604630822,820409.1054147038,743149.2887204719,41700623.997877985,786804.2263750563,464814.224
Upper middle income,2020-10-19,2911064628,1343073.0260324911,2415364.636617907,2327677.326157366,1511026.824598953,1063193.8256371503,893093.7936181059,856921.6821231559,43090369.7928432,813025.8451479849,481939.234
Upper middle income,2020-02-24,2911064628,-40132.50397614974,18183.364184451944,322.1975211252189,-28591.399109357153,-63953.495339060595,-90268.99800478769,-100302.20054527842,-1647077.9913041927,-31076.943232154583,2672.9990000000003
Upper middle income,2021-03-01,2911064628,2729847.686839995,4429889.286496925,4381344.167944393,3029740.9055403117,2343840.365506819,2085430.2471989903,1972310.9476748817,89508915.58191068,1688847.4638096357,976836.378
Upper middle income,2021-03-08,2911064628,2790695.645040122,4524904.296227454,4479617.257117627,3095215.1574245924,2386574.7759723766,2128406.952841241,2020231.014008236,91652031.33257645,1729283.6100486123,1004464.384
Upper middle income,2021-03-15,2911064628,2850356.8268583836,4619832.1896654535,4582785.673146277,3158202.01192278,2440438.1684469352,2171237.1922212723,2069118.3468104221,93750079.41657555,1768869.4229542557,1033024.405
Upper middle income,2021-03-22,2911064628,2913726.8213729416,4711100.957597011,4674815.875358054,3221285.5486315857,2494834.319360888,2221987.2304808362,2121554.8419092586,95857745.23390798,1808636.7025265659,1065482.411
Upper middle income,2020-07-27,2911064628,676099.4553281539,1356774.764783509,1270324.704641116,773522.214299229,552387.2060126323,391736.8704836612,324626.0103376757,25862903.657786217,487979.31429785315,237349.182
Upper middle income,2020-08-03,2911064628,730358.0875761408,1449781.9929561603,1353523.4940020784,839806.5541071792,595680.8110363438,431959.9423905604,342380.91331772093,27784858.419001337,524242.61167927046,259233.191
Upper middle income,2020-08-10,2911064628,797144.1734059221,1542250.997620999,1441718.8903363072,919395.0383994028,635927.0044254883,494655.61556872807,359371.14636300015,29561243.380216453,557759.3090606878,282436.203
Upper middle income,2020-08-17,2911064628,852405.9684038133,1634143.9112101912,1531357.84542684,973134.5098597273,673523.8050293608,533217.9728871101,376579.15669229365,31225187.074764907,589154.4731087718,307066.193
Upper middle income,2020-08-24,2911064628,905060.4534367949,1723507.616569005,1622305.0883863291,1025839.667995712,714273.8259094907,569047.1912236855,419361.7524205237,32755818.10264669,618034.3038235224,328318.193
Upper middle income,2020-08-31,2911064628,954559.3649875969,1807192.9414732298,1709373.1537862688,1081390.4518372354,757961.70930774,604486.9521539754,465324.60250995343,34161128.86386181,644549.6012049398,347604.208
Upper middle income,2021-01-04,2911064628,2176495.1044882843,3640607.1195161194,3502397.1517092735,2430854.3696747543,1838964.619532485,1571603.5160247283,1488869.589699184,69740864.25963517,1315865.3633893426,733449.318
Upper middle income,2021-01-11,2911064628,2270265.465861678,3760924.5968379197,3633452.319199439,2541329.090039193,1919328.8563986467,1649130.7838318837,1557746.4798723445,73344396.57573383,1383856.5391647893,763475.314
Upper middle income,2021-01-18,2911064628,2365281.041291354,3881397.038559558,3765221.9173472305,2651367.940933573,1999394.4213254864,1727658.3046718498,1626089.9457794297,76921897.05849917,1451356.5482735692,795151.308
Upper middle income,2021-01-25,2911064628,2445371.569513455,3986222.8039154964,3887359.250144759,2744956.364963989,2074921.653178143,1789793.7060496754,1713082.0802958757,79792664.62459783,1505521.9740490157,830050.326
Upper middle income,2021-02-01,2911064628,2513153.6584440884,4078663.3551042816,3992727.0221742475,2813448.113533522,2137367.8412367897,1851900.9289098901,1796944.4780019207,82038236.1137596,1547891.2474294265,864970.323
Upper middle income,2021-02-08,2911064628,2569465.4897720288,4165302.4390705153,4090080.300051735,2868485.315317227,2189001.512907806,1891484.8699340846,1843482.4272840354,83915188.18625471,1583305.437476504,894417.342
Upper middle income,2021-02-15,2911064628,2619646.4350358997,4250456.91776735,4182023.743747027,2918800.274087752,2236770.8929660963,1953387.8073962484,1886072.9244475109,85691351.92541648,1616817.9608569148,924862.3369999999
Upper middle income,2021-02-22,2911064628,2667978.653221749,4333074.330633755,4277681.989428354,2972297.432645003,2284230.06720629,2021812.429313065,1925433.109468216,87335695.83124492,1647843.3175706589,950544.357
Upper middle income,2020-11-02,2911064628,1468390.4853361393,2614039.4245278225,2498492.4398728567,1655723.2006661466,1173107.7530517066,1000932.6478644097,939123.9393941525,46434223.84728968,876117.4310809374,518581.245
Upper middle income,2020-11-09,2911064628,1539532.4351316364,2719518.000640562,2589208.570166286,1730959.0061005957,1232576.2099969923,1054206.5963872375,989054.8452555856,48464834.50655589,914430.8397463376,537894.28
Upper middle income,2020-11-16,2911064628,1607293.9695876827,2821313.1114207907,2687094.7738156915,1805840.8425217627,1297341.6776963475,1111301.1886054024,1044927.998268575,50536661.49915543,953521.9150784044,560070.28
Upper middle income,2020-11-23,2911064628,1677539.6434944554,2929210.4161890065,2782732.9051938583,1884232.660634339,1359406.6067009796,1165752.2490057063,1100623.806369678,52601340.55842164,992478.1237438045,582048.271
Upper middle income,2020-11-30,2911064628,1750528.090917627,3040222.3321740897,2879876.589805824,1961284.5037485047,1433159.5008446125,1227335.22670598,1161993.5383472696,54763613.817687854,1033275.7324092048,606243.295
Upper middle income,2020-12-07,2911064628,1832250.3761214581,3158206.997183681,2995625.941362956,2047562.583660035,1515507.036849958,1295635.2462873294,1232508.2439735613,57432878.885432675,1083639.2242534468,630654.297
Upper middle income,2020-12-14,2911064628,1915994.758994259,3275784.6236807588,3111595.4506182284,2132921.8478923603,1590885.349380784,1355256.0277244693,1300594.8295573934,60196151.819844164,1135776.449431022,655700.304
Upper middle income,2020-12-21,2911064628,2003739.7328081268,3397475.120169577,3232024.3076289366,2222816.7391249198,1670470.8621880438,1419774.964895439,1371321.2599989828,63243183.22092232,1193267.6079419306,681753.303
Upper middle income,2020-12-28,2911064628,2094991.666994528,3520847.15921925,3370618.506607101,2321030.3103897963,1760707.6152631247,1495404.0153849786,1434381.3090533202,66641896.36020272,1257394.2709472212,706355.314
Upper middle income,2020-10-26,2911064628,1399354.5532565273,2508883.7985061933,2410632.379556574,1589783.6402670967,1115313.4685763747,943433.4251658943,891560.8150805676,44472951.32135681,839112.2890822039,499894.22
